type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2015-07-07 15:03:30.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: 56877252-37da-4120-ac0a-ad0d71ab03c1. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=56877252-37da-4120-ac0a-ad0d71ab03c1	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				56877252-37da-4120-ac0a-ad0d71ab03c1	616031		Brown, L.							present	Skull - 1																	K 359	1964-02-08		39	39	1964	2	8	8 Feb 1964								North America | United States | Wyoming | Albany |  |  |  |	North America				United States	US	Wyoming	Albany		10 mi N Bosler on Laramie R.	North America | United States | Wyoming | Albany																																																									Lepus townsendii					Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	2016-10-31	2016-11-07	2016-09-27	0	0	0	0		specimen	0
PhysicalObject	2015-07-07 15:25:31.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: 7ea3af21-7cf6-4388-942f-ee6b0fb58942. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=7ea3af21-7cf6-4388-942f-ee6b0fb58942	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				7ea3af21-7cf6-4388-942f-ee6b0fb58942	616033		Brown, L.							present	Skull - 1																	B 864	1967-04-17		107	107	1967	4	17	17 Apr 1967								North America | United States | Wyoming | Albany |  |  |  |	North America				United States	US	Wyoming	Albany		20 mi W of Laramie, Valley of Little Lar. R.	North America | United States | Wyoming | Albany																																																									Lepus townsendii					Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	2016-10-31	2016-11-07	2016-09-27	0	0	0	0		specimen	0
PhysicalObject	2015-07-07 16:45:46.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: 856c9c6a-59f4-4e5b-90f5-5d2105b82e26. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=856c9c6a-59f4-4e5b-90f5-5d2105b82e26	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				856c9c6a-59f4-4e5b-90f5-5d2105b82e26	687778		Purdue							present	skeleton																	R 336	1978-09-08		251	251	1978	9	8	8 Sep 1978								NORTH AMERICA | UNITED STATES | MONTANA | VALLEY |  |  |  |	North America				United States	US	Montana	Valley		9 mi W Frazer	North America | United States | Montana | Valley																																																									Lepus townsendii					Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	2016-10-31	2016-11-07	2016-09-27	0	0	0	0		specimen	0
PhysicalObject	2015-07-07 15:24:29.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: b61f8868-a84a-4045-9f91-fae89699ff87. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=b61f8868-a84a-4045-9f91-fae89699ff87	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				b61f8868-a84a-4045-9f91-fae89699ff87	616032		Brown, L.							present	Skull - 1																	B 863	1967-04-17		107	107	1967	4	17	17 Apr 1967								North America | United States | Wyoming | Albany |  |  |  |	North America				United States	US	Wyoming	Albany		20 mi W of Laramie, Valley of Little Lar. R.	North America | United States | Wyoming | Albany																																																									Lepus townsendii					Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	2016-10-31	2016-11-07	2016-09-27	0	0	0	0		specimen	0
PhysicalObject	2015-07-13 11:33:13.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: d280edd4-0bd9-4d6b-99f0-8a1dd8753c60. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=d280edd4-0bd9-4d6b-99f0-8a1dd8753c60	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				d280edd4-0bd9-4d6b-99f0-8a1dd8753c60	691785		Purdue, Rick							present	skeleton																	R 878	1982-07-09		190	190	1982	7	9	9 Jul 1982								North America | United States | Montana | Carbon |  |  |  |	North America				United States	US	Montana	Carbon		Pryor Mts., 1.5 mi down from Creek Rd. jct, Crooked Creek & Sage	North America | United States | Montana | Carbon																																																									Lepus townsendii					Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	2016-10-31	2016-11-07	2016-09-27	0	0	0	0		specimen	0
PhysicalObject	2015-07-13 11:32:37.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: d70de9e3-1954-4b03-8964-1aeab6170e90. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=d70de9e3-1954-4b03-8964-1aeab6170e90	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				d70de9e3-1954-4b03-8964-1aeab6170e90	691730		Purdue							present	skeleton																	R 383	1979-04-04		94	94	1979	4	4	4 Apr 1979								North America | United States | Wyoming | Carbon |  |  |  |	North America				United States	US	Wyoming	Carbon		13.7-14.5 mi S Shirley Basin	North America | United States | Wyoming | Carbon																																																									Lepus townsendii					Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	2016-10-31	2016-11-07	2016-09-27	0	0	0	0		specimen	0
PhysicalObject	2015-07-13 11:34:00.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: fc03177f-708d-4d8b-b145-543f3dd664be. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=fc03177f-708d-4d8b-b145-543f3dd664be	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				fc03177f-708d-4d8b-b145-543f3dd664be	692205		Purdue							present	skeleton																	R 411	1979-04-04		94	94	1979	4	4	4 Apr 1979								North America | United States | Wyoming | Carbon |  |  |  |	North America				United States	US	Wyoming	Carbon		13.7-14.5 mi S Shirley Basin	North America | United States | Wyoming | Carbon																																																									Lepus townsendii					Animalia | Chordata | Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	2016-10-31	2016-11-07	2016-09-27	0	0	0	0		specimen	0
PhysicalObject	2013-09-09			http://www.vertnet.org/resources/norms.html	Schmidt Museum of Natural History, Emporia State University. Schmidt Museum of Natural History_Mammals. Record ID: urn:catalog:KSTC:Mammals:M0579. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals (source published on 2015-02-12)	http://portal.vertnet.org/o/kstc/mammals?id=urn-catalog-kstc-mammals-m0579				KSTC	Mammals		PreservedSpecimen			weight: 6.5 g; total length: 28 mm; tail: 3.5 mm; foot: 5.75 mm; ear: 3.75 mm	urn:catalog:KSTC:Mammals:M0579	M0579		Jerry Opbroek; Richard H Schmidt	1	female					present	skin																		1/8/1968				1968	1	8	1/8/1968								;;SD;Bucke;;;;	North America				United States	US	Pennsylvania	Bucke																																																												Lepus townsendii					Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN			28	total length	0	6.5	0		female		Schmidt Museum of Natural History, Emporia State University. Schmidt Museum of Natural History_Mammals. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals (source published on 2015-02-12)	8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd	wjensen1@emporia.edu	Bill Jensen	2015-02-12	2016-08-11	2013-05-01	0	0	0	0		specimen	1
PhysicalObject	2010-01-11 18:08:30.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 906aa889-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=906aa889-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				906aa889-1ed8-11e3-bfac-90b11c41863e	1263		DYCHE L L		undetermined						Skull Complete																		1905-11-15		319	319	1905	11	15	1905-11-15									Oceania				PAPUA NEW GUINEA					NO LOCALITY											not georeferenced													N Slade																																		Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														UN		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2018-11-01	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: 0ec0105f-b332-476e-b16e-42056b856d75. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2019-10-03)	http://portal.vertnet.org/o/lacm/mammals?id=0ec0105f-b332-476e-b16e-42056b856d75	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34897		LACM	Mammals	LACM Vertebrates	PreservedSpecimen				0ec0105f-b332-476e-b16e-42056b856d75	000241		Jackson, A E							present	skin | skull																		1916-10-06		280	280	1916	10	6	06 OCT 1916								| United States | California | Inyo Co |  |  |  |	North America				United States	US	California	Inyo		above Bishop	United States | California | Inyo Co | above Bishop																																																									Lepus townsendii townsendii					Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii	subspecies				ICZN											Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2019-10-03)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	2019-10-03	2019-10-09	2019-10-03	0	0	0	0	0	specimen	0
PhysicalObject	2018-11-01	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: fe71afb7-4b40-4435-a723-6b9c31231647. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2019-10-03)	http://portal.vertnet.org/o/lacm/mammals?id=fe71afb7-4b40-4435-a723-6b9c31231647	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34897		LACM	Mammals	LACM Vertebrates	PreservedSpecimen			{"measurements":"614-102-135-114" }	fe71afb7-4b40-4435-a723-6b9c31231647	093751	365	Hoy, N D		female					present	skin | skull							Hoy Collection											1948-12-21		356	356	1948	12	21	21 DEC 1948								| United States | Colorado | El Paso Co |  |  |  |	North America				United States	US	Colorado	El Paso			United States | Colorado | El Paso Co																																																									Lepus townsendii townsendii					Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii	subspecies				ICZN			614	total length	1				female		Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2019-10-03)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	2019-10-03	2019-10-09	2019-10-03	0	0	0	0	0	specimen	1
PhysicalObject	2015-08-20 11:55:54.0	CC-BY-NC	President and Fellows of Harvard College		Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Record ID: MCZ:Mamm:2764. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:2764	b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		PreservedSpecimen			{"sex":"male"}	MCZ:Mamm:2764	2764		[no agent data]	1	male						skin (dry)	unknown					additional number=1385	sex: male											1871-09-16		259	259	1871	9	16	Migrated as 16-Sep-1871								North America: United States: Utah: Weber	North America				United States	US	Utah	Weber		Ogden	Ogden, Utah																																																		[no agent data]							Lepus townsendii townsendii					Animalia Chordata Mammalia Lagomorpha Leporidae Lepus townsendii townsendii	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii			Bachman, 1839		ICZN									male		Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	b4640710-8e03-11d8-b956-b8a03c50a862	bhaley@oeb.harvard.edu	Brendan Haley	2017-07-11	2018-09-22	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2015-08-20 11:55:54.0	CC-BY-NC	President and Fellows of Harvard College		Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Record ID: MCZ:Mamm:2765. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:2765	b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		PreservedSpecimen			{"sex":"female"}	MCZ:Mamm:2765	2765		[no agent data]	1	female						skin (dry)	unknown					additional number=1415	sex: female											1871-09-18		261	261	1871	9	18	Migrated as 18-Sep-1871								North America: United States: Utah: Weber	North America				United States	US	Utah	Weber		Ogden	Ogden, Utah																																																		[no agent data]							Lepus townsendii townsendii					Animalia Chordata Mammalia Lagomorpha Leporidae Lepus townsendii townsendii	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii			Bachman, 1839		ICZN									female		Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	b4640710-8e03-11d8-b956-b8a03c50a862	bhaley@oeb.harvard.edu	Brendan Haley	2017-07-11	2018-09-22	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2019-09-17 17:14:29.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:326596?seid=4261226. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:326596	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=unknown	http://arctos.database.museum/guid/MSB:Mamm:326596?seid=4261226	MSB:Mamm:326596		Collector(s): unknown; Preparator(s): Jessica S. Hathcock	1	undetermined						skin						preparator number=JSH 004		http://arctos.database.museum/guid/MSB:Mamm:326596					<i>Lepus townsendii</i> (accepted ID) identified by Jonathan L. Dunnum on 2019-03-21; method: curatorial					1995-01-01	1995-01-01/2008-12-31	1	1	1995	1	1	No date recorded.								North America, United States	North America				United States					No specific locality recorded	No specific locality recorded.									Jonathan L. Dunnum														Jonathan L. Dunnum				unverified																					A		Jonathan L. Dunnum	2019-03-21		curatorial				Lepus townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN									unknown		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2016-05-26	CC0		http://vertnet.org/resources/norms.html	James R. Slater Museum of Natural History. PSM Vertebrates Collection. Record ID: urn:catalog:PSM:Mammal:Mammal-04160. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=psm_verts (source published on 2016-05-26)	http://portal.vertnet.org/o/psm/mammal?id=urn-catalog-psm-mammal-mammal-04160	urn:lsid:biocol.org:col:34825			PSM	Mammal		PreservedSpecimen				urn:catalog:PSM:Mammal:Mammal-04160	Mammal-04160		C. W. Clanton							present																			1953-10-05		278	278	1953	10	5	1953-10-05								| USA | Washington | Douglas |  |  |  |	North America				United States	US	Washington	Douglas		Leahy, 5 mi NE	USA | Washington | Douglas | Leahy, 5 mi NE																																																									Lepus townsendii					Mammalia | Lagomorpha | Leporidae | Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN											James R. Slater Museum of Natural History. PSM Vertebrates Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=psm_verts (source published on 2016-05-26)	8eddc200-f535-4c65-9b4d-f723eafe607e	f56c5f80-055c-11d8-b84e-b8a03c50a862	gshugart@pugetsound.edu	Gary Shugart	2016-05-26	2016-07-23	2016-04-01	0	0	0	0		specimen	0
